sentence_index	sentence
9551	I było całkiem oczywiste , że mam ochotę na seks , a on nawet mnie nie tknął .
9552	Nawet nałożyłam swój fioletowy sweter z dużym dekoldem że aż cycki mi z niego prawie wychodziły .
9553	Powiedziałam mu , że zobaczymy się na Open Mic . - Co mam robić ?
9554	Faceci , którzy przede mną byli powiedzieli , że na widowni jest producent i że spotkają się z nim u Wally'ego , więc chyba tam pójdę .
9555	Wiesz , co powinnaś zrobić . Powinnaś zadzwonić do Amerykańskiej Unii Swobód Obywatelskich .
9556	W każdym razie , to poważna sprawa , bo masz obowiązek wobec kobiety , która będzie dla niego w przyszłości pracować by wyjaśnić , że jego słowa były niestosowne .
9557	Nie chodzi o słowa , ale bardziej o to , jak to powiedział .
9558	Nie wiem , do której jej pozwalają wychodzić , ale w tym domu , masz wracać o północy .
9559	To co się dzieje między twoją matką i mną , to nie twój problem .
9560	Odchodzisz , zostawiasz mnie z nią a potem mówisz , że to nie mój problem .
9561	Rozpoczynamy rytuał gotowania , jak mawiali Robotnicy Przemysłowi Świata , za pomocą wszelkich niezbędnych środków .
9562	Są tam ludzie , którzy są dziewicami a którzy nie chcą tak być postrzegani , i są tam ludzie , którzy ... czas na robienie hamburgerów .
9563	Ja zadzwoniłam , by go tu zaprosić , ale powiedział , że nie może .
9564	Wybacz . Jak ostatnio sprawdzałam , to wciąż spłacałam kredyt za ten dom .
9565	Chociaż wiem , że życie zmieniło się już na zawsze , to i tak chcę wyłącznie spać .
9566	Bo mimo że jestem taka sama , to już nigdy taka nie będę .
9567	Boże , nie mogę tam wrócić i patrzeć znów na te jedzenie .
9568	Mama zawsze mówiła , że ... straciłam dziewictwo na huśtawce , mając cztery latka .
9569	Nie mów mi , że to co się stało nic nie znaczyło .
9570	Z twoim ojcem postanowiliśmy że najlepiej będzie dla wszystkich , jeśli wróci do domu .
9571	Mamy siedzieć i patrzeć jak się wprowadza , wyprowadza , i wprowadza i znowu wyprowadza jakby to było bez różnicy ?
9572	- Jak to się zaczęło ! - Ale ja nie wiem jak .
9573	Przynajmniej , ja ci dałam kilka gwiazdorskich przykładów jak tego nie robić .
9574	Dostałam to wczoraj w mailu , więc chyba ... w ten sposób , chciał być pewny , że to zobaczysz .
9575	Błagałam ... a on pocałował mnie w głowę i powiedział mi , że kogoś kocha .
9576	Katrina kieruje się na północny zachód , prosto na wybrzeże , z prędkością 280 km/h .
9577	Nie jest jeszcze w stanie oddychać samodzielnie . Maszyna jej w tym pomaga .
9578	Można spekulować , że lepiej by było w Szpitalu Miłosierdzia albo Lindy Boggs .
9579	- Złapał ją i wraca do auta , a ten w pończosze na głowie wrzeszczy .
9580	Kierowca Larry spływa w podskokach , ledwie wyjechał na ulicę , a tu mydelniczka wjeżdża mu w dupę .
9581	Mówiłam , że nic mi nie jest , ale teraz serce mi wali jak oszalałe .
9582	Aby odtworzyć , naciśnij ... Mówiłam , że nic mi nie jest , ale teraz serce mi wali jak oszalałe ...
9583	Kilka lat temu trafił w nie piorun , ale urządzaliśmy tam pikniki i mówiła , że czuje się pod nim bezpiecznie .
9584	Bo mówią , że piorun nigdy nie uderza dwa razy w to samo miejsce .
9585	- Mówił pan , że wszędzie jest źle . - To nie moja decyzja .
9586	Możemy wyjście kilka pięter wyżej , na dach , i zaczekać na helikopter .
9587	W wielu przypadkach nie da się dotrzeć do potrzebujących , ponieważ drogi są zalane .
9588	Leżałem przy niej i ... nie mówiłem nic konkretnie , tylko , że ją kocham i wszystko będzie dobrze .
9589	Może tobie też dadzą nagrodę . Za to , że wszedłeś na tego drugiego .
9590	W razie gdyby ktoś przebiegał przez ulicę , żebyś go nie staranowała .
9591	Ludzie sądzili , że zwariowaliśmy , a ja pragnąłem być tylko z nią .
9592	Mama przeszła na dietę , łykała różne witaminy i suplementy , żebyś tylko dobrze rosła i była zdrowa .
9593	Otrzymujemy alarmujące doniesienia o jadowitych wężach , mrówkach ogniowych i pladze komarów w mieście .
9594	Na ile władze są w stanie pomóc tym , którzy nie ewakuowali się na czas ?
9595	Jeśli mnie słyszysz i nie możesz odpowiedzieć , przełącz na kanał 12 .
9596	Uzbrojony napastnik próbował wziąć pielęgniarkę na zakładniczkę , żądając miejsca w helikopterze .
9597	Wszyscy jeszcze gadali na parkingu i wyciągali nas do baru obok , na ciąg dalszy .
9598	Ale powiedziałeś , że nie pójdziemy , bo rano muszę do pracy i powinnam się wyspać .
9599	Jeden pan dawał nam sygnały alfabetem Morse ' a za pomocą latarki , próbował zwrócić naszą uwagę .
9600	Jeśli tu jest , to się go kropnie od razu i po sprawie .
9601	Miałeś wielki problem i chciałeś , żeby stał się też moim , tak ?
9602	- To świetnie . Czy jest coś , co ci nie podoba się w tym domu ?
9603	Będę chodzić po domu , a a ty będziesz mi mówić , czy jest ciepło , czy zimno .
9604	Podczas snu przenosi się w różne miejsca , widzi rzeczy , których nikt z żywych , nie powinien widzieć .
9605	Widzę w pani oświadczeniu , pani Lambert , że wczoraj w nocy , około godziny 22:00 ,
9606	Był to rytuał , który jej zdaniem miał mu pomóc , `` przekierować podświadomość do ... ''
9607	`` do krainy ducha '' , w której mógłby znaleźć pani syna , i przywrócić mu świadomość .
9608	Dam pani znać , czy te ślady pasują do dłoni pani męża .
9609	Pomieszkamy trochę u babci , do czasu aż policja obejrzy nasz dom .
9610	Na dole fortepian grał sam i znalazłam Kali na podłodze koło łóżeczka !
9611	Poszedłem tam po naszego syna , a coś złego przyszło za mną i zabiło Elise .
9612	Zdawałoby się , że dzięki duchom można łatwiej pogodzić się ze śmiercią Elise .
9613	Widzieliśmy tyle duchów , że wiemy na pewno , że istnieje życie po śmierci .
9614	Pamiętasz , gdy Elise odwiedziła was po raz pierwszy i rozmawiała z małym Joshem ?
9615	Siniaki na szyi Elise Rainier , nie pasują do odcisków pani męża .
9616	Niczego na razie nie wykluczamy , ale pomyślałem , że chciałaby pani o tym wiedzieć .
9617	Specs mówił mi przez telefon , ale nie jestem pewien , że powinniśmy ...
9618	Powiedzmy , że nie jest to dom , w którym zdarzyło się wiele dobrych rzeczy .
9619	`` Jedna z ofiar zdołała uciec mordercy '' . `` W zeznaniach opisała napastnika jako starszą kobietę w czarnej sukni ślubnej . ''
9620	Będziesz wiedzieć , gdy znajdę się w potrzebie . `` Zabrałam Ranai na zakupy .
9621	Twoja mama zgłosiła się do mnie , gdy działy się z tobą dziwne rzeczy .
9622	To , co zobaczyłem , tak mnie przeraziło , że zwróciłem się do Elise .
9623	Myślę , że kiedy Josh wszedł do tego innego świata , to zamiast niego wrócił ktoś inny .
9624	Uważamy , że to duch , który wiele razy zabijał i chce dalej to robić .
9625	Gdy wczoraj spojrzałam w jego oczy , jak co dzień od 12 lat , po raz pierwszy go nie rozpoznałam .
9626	Teraz w domu jest dawny znajomy mój i Elise . Rozmawia z Joshem ...
9627	Chcę ci przypomnieć , że nie będę się dziwił , jak powiesz coś niezwykłego .
9628	Widziałem na własne oczy rzeczy .... które większości ludzi mogłyby się jedynie przyśnić .
9629	Elise wysłała mnie w miejsce , którego wspomnienie prześladuje mnie w snach .
9630	Opuściłem pokój na 10 minut , a gdy wróciłem , Elise już nie żyła .
9631	Josh , nie należysz do tego świata , a tamten duch nie należy do twego .
9632	Tam , w ciemnościach ... ona ma dom , gdzie się kryją jej wszystkie wspomnienia .
9633	Tyle swego życia zmarnowałaś bojąc się umarłych ... a za chwilę sama do nich dołączysz !
9634	A kiedy cię wezmę do mego domu w ciemnościach , zrozumiesz , że jak byłaś szczęśliwa ... przez jedną krótka chwilę w wieczności !
9635	Już raz prawie cię straciłam . Nie pozwolę , by to się powtórzyło .
9636	Pozwólcie , aby ciemność odsuwała się od was ... coraz dalej i dalej .
9637	Allen i Ben byli pierwszymi ludźmi , jakich spotkaliśmy kiedy wreszcie wyczołgaliśmy się z tej dziury w Jacksonville .
9638	Mieliśmy trochę przejść z innymi ludźmi . Muszę być pierwszym czarnym w historii , który włamał się do więzienia .
9639	Nie ma opcji , by Merle tam mieszkał i nie powodował konfliktów
9640	Moi ludzie , moja rodzina stoi właśnie obok albo czeka na nas w więzieniu .
9641	Przed tym wszystkim też byliśmy we dwóch . - Nie rób tego .
9642	Ty tak samo . Przetrwają ci , którzy się przystosują , jasne i proste .
9643	Nie będę czekał , aż wróci reszta ich grupy i wywali nas stąd na zbity pysk .
9644	I znów go z nami nie ma , a Gubernator wciąż żyje .
9645	A lata później , gdy opiszą tę plagę w podręcznikach do historii ,
9646	- Znacznie się zmieniłam w ciągu tego roku , ale gdyby teraz pojawił się tu Ed , chciałabym mu kazać iść do diabła .
9647	Lepiej by mi było , gdybym wiedział , że ze wszystkim sobie radzisz .
9648	W związku z niezapowiedzianym strajkiem kontrolerów lotu , paryskie porty lotnicze są zamknięte .
9649	Stwarzając świat , Bóg wymyślił najpiękniejszy ze Wszystkich krajów i umieścił W nim Wszystkie możliwe cuda .
9650	Ale , by zaprowadzić równowagę Wobec reszty świata , Bóg umieścił W nim także ...
9651	Wszystko zaczęło się mi Tabulfstanfe małym kraju W Azji Srodkowej , sąsiadującym z Afganistanem , Kirgistanem i Tadżykistanem .
9652	A dokładniej - Wszystko zaczęło się W wiosce o nazwie Kasztebrui .
9653	Ludzie myślą , że potrawę tę wymyślili Libańczycy , ale te psy po prostu ukradły nam przepis .
9654	Żaden minister nie sprawił , że na świecie mówiono o naszym kraju .
9655	Ja sam , podczas całej operacji będą nosił typowo francuskie nazwisko Michel Ouellebeck .
9656	I tak o to , po miesięcznej podróży przez Aszchabad , Kabul i Wreszcie stambuł , znaleźliśmy się W samolocie do Paryża , We Francji .
9657	Zawróćcie , idźcie na północ , a jak zobaczycie kretynów , będziecie na miejscu .
9658	Tylko ładnie , bo jak nie , wasze głowy też skończą na flagach .
9659	Chcę nerkę ! Później pańską nerkę będzie można już tylko usmażyć W koniaku .
9660	A Francja to kraj pełen dobrych , wyrozumiałych ludzi . - Dzień dobry pani .
9661	Proszę złożyć skargę do prokuratora generalnego , załączyć kopię historii choroby ofiary .
9662	Jest godzina 15:55 , a Urząd pracuje do 16 , jutro dzień wolny , potem - długi Weekend , a W poniedziałek - strajk .
9663	Nie ruszymy się stąd , dopóki nie otrzymamy gwarancji , że odzyskamy nerkę .
9664	Już my znamy tych wszystkich Rumunów ? Te ich wózki , fałszywe protezy ...
9665	Nie możemy sprawdzić waszych tożsamości , dlatego od razu przystąpimy do ekstradycji .
9666	I tak nie mamy umowy o ekstradycję z tym krajem . Wyślemy was pierwszym samolotem do najbliższego kraju .
9667	Przysięgam na swoją głowę , jeśli tu wrócicie , a Wieża Eiffla nadal będzie stała , urządzę piekło staruchowi , którego przywiozłem z Waszej Wioski ...
9668	Jeśli za 10 min nie przebada ich lekarz , skończy się to dla nich tragicznie .
9669	Wczoraj dwóch pakistańskich nielegalnych imigrantów zbiegło W strojach stonogi i królika .
9670	W depeszy nie podano ile promili mieli We krwi strażnicy Więzienni .
9671	Macie gęby terrorystów i stroje gumisiów . Widać was jak na dłoni .
9672	Swięto narodowe . Na pamiątkę Rewolucji , podczas której lud ściął głowę królowi .
9673	- Nie . Patrz W oczy , bo jeśli nie , będziesz miał pecha .
9674	Ten powiedział , że tak i że przyjedzie z lawetą za dwadzieścia minut .
9675	Ale tu przynajmniej czuję , że żyję . Jeden dzień dał mi Więcej , niż całe życie .
9676	O tej porze są korki na bulwarach . A to mój ostatni kurs .
9677	I Wie pan co ? Dobrze , że istnieje Paryż , bo ci Wszyscy durni prowincjusze ...
9678	A Marianne zawodowo Wybrnęła z pierwszej relacji na żywo . Pomimo Wielkiego Wzruszenia .
9679	Odwaga i poświęcenie pary nielegalnych imigrantów uchroniła Francję przed utratą swojego symbolu .
9680	Feruz Ayayaz , lat 35 , pasterz z Tabulistanu , był człowiekiem radosnym , kochającym taniec i kozy .
9681	Wódz się ucieszył ... ostatni raz W życiu , bo na drugi dzień wybuchła rewolucja i obcięto mu głowę .
9682	Nie ma opcji , by Merle tam mieszkał i nie powodował konfliktów .
9683	Jest nawet gdzie się odlać . Może to nie taki zły pomysł .
9684	Kiedy miałeś dwie nogi i nie było dziecka , które co chwila przyciąga Szwendaczy .
9685	Bo liczę na ciebie nie tylko przez wzgląd na twoją wiedzę .
9686	Jej poprzednie relacje z Merlem , choć trudne , mogą okazać się kłopotliwe .
9687	Pewnie niebawem wróci i nic mu nie jest , jeśli o to chodzi .
9688	Jeśli znów grasują na dole , lada chwila mogą zjawić się tutaj .
9689	- Albo zdecyduje się tu zostać ? - Jest nas za mało .
9690	- Mówiłeś , że Oscar był złodziejem . - Że siedziałeś za sprzedaż leków .
9691	Przysięgałem , że nie mam nic więcej , ale nie wierzyli , że ktoś zrobiłby coś tak głupiego i się wywinął .
9692	Nie marnuję kul na obcych ludzi , którzy nigdy nie ugotowali mi żarcia albo nie zasalutowali mojej spluwie .
9693	- Pomagasz ludziom z dobroci serca ? Nawet , jeśli możesz od tego umrzeć ?
9694	A gdyby nie było , to co , zostawiłbyś ich na pastwę Kąsaczy ?
9695	Założę się o złote skrzypki , że nigdy mu nie opowiedziałeś , że mieliśmy obrabować obóz pod Atlantą .
9696	Wiesz , to ja sobie teraz idę , ale to ty znowu odchodzisz .
9697	Jest dla mnie jedną z dwóch najcenniejszych osób na tym świecie .
9698	Bez Daryla i z Rickiem hasającym po Kucykowie władza przypada mnie .
9699	W Capital Hill odbyło się posiedzenie , aby omówić sprawę nowych narkotyków .
9700	Zaledwie kilka miesięcy po jego pojawieniu , ilość ... narkomanów się potroiła , jest to marihuana , heroina połączona z metholmetaminą .
9701	A w takich miejscach jak to , to nic dobrego nie wróży .
9702	Nic nie poprawia mi humoru , jak mała rozwałka w ciągu dnia .
9703	Może to długo , te kilka miesięcy czułam tylko smutek , a teraz przyjemne uczucie .
9704	Złoto zawsze lśni jak ogień . I to dla niego dobra nauka .
9705	Auto zniszczone , ramie strzaskane i pogarda do człowieka w mej głowie ...
9706	A co z tą bazą ? Może jest tam coś co lata .
9707	- Gdy tylko będę mógł , polecę . - Pomyśleliście jak się tam dostać ?
9708	Gdy ludzie piją dużo i ... to nie wiedzą co nie stało .
9709	Jeśli , jeśli opuścimy to miejsce , chcę się rozebrać do naga i opalać .
9710	Wiem , co się z nim dzieje . Nie wyobrażałam sobie , jego uczuć .
9711	Zabierz nas stąd cokolwiek się stanie , cieszę się , że się spotkaliśmy . Skurwielu .
9712	Z jednej strony jestem spokojny , Z drugiej strony czuję się jak gówno .
9713	Ją obchodzi Scott Birkeland , patriotyczny , szwedzki oficer wywiadowczy i to wystarczy .
9714	Powiedzieli , że model Akula ma dwa razy więcej głowic i dwa razy większy zasięg .
9715	Jeśli Sowieci sprowadzą pociski nuklearne do Nikaragui , to i tak nikt nie będzie mówił o K-19 stojącymi u naszych drzwi .
9716	Oczywiście cały czas nie mogli przestać gapić się na moje cycki , ale gdy powiedziałam im , że mój mąż to zastępca sekretarza obrony , to powiedzieli tylko : `` ups '' .
9717	Byłam z wieloma facetami , nie tylko z Douglasem , ale z tobą jest ...
9718	Mogą odciąć ci jaja , wepchnąć do gęby , przywiązać do kaloryfera w piwnicy i nazwać to awansem poziomym .
9719	No , pracuje dla gościa , któremu będzie właził w dupę , póki się nie podda .
9720	Co może mi pan powiedzieć o tej kobiecie , która przed chwilą tu była ?
